date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
3/24/21 1:33,"Essential components of the order were missing, and GrubHub refused to replace them. My family's dinner was delayed for 2 hours because of the 1 hour with ""customer service"" and the hour it took me to have more food delivered, and still had to pay for the delivery fee and tip. This is incomprehensible and inexcusable. Beware if your order happens to be missing food, tough luck. Even the restaurant, when GrubHub called, was unwilling to help. Get DoorDash instead. Never had a problem with them.",1,Grace Brown,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
5/17/23 5:25,"THE WORSE CUSTOMER SERVICE REP AND THE CARRIER TAKE YOUR ORDER TO THE WRONG HOUSE ,THEY SUCK NEVER AGAINuodeg",1,TERESA HARVIN,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/9/20 20:54,Awful service! Restaurants in my area close arbitrarily even though they are open for carryout or delivery on Google Maps! Reps don't seem to care! Use another delivery app! Oh wait I can't because Taco Bell is exclusive to this service!,1,Sarah Ovsak,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/19/21 23:36,"It always pops up $10 coupon in my push notifications, I get all the way through checkout and go to pay and it boots it and says it is expired. So I decided to chat cs and all the guy said was ""sorry for your trouble"". That is a great way to get a new customer. Horrible.",1,Pansy Faust,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
2/16/21 23:09,Got my salad from applebee's delivered with more than 5close to 10 flies inside my food container. Left it on my porch even though I have them plain instructions to ring my door bell and hand it to me. Would not recommend anyone use this service.,1,Crystal Faulkner,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
3/8/21 4:15,"Estimated times usually off, and never once have got hot food. Last order my driver had my food for 45 minutes before delivered 10 blocks to my house. They up the prices at least 10% on everything the charge u a $5 service fee. This company is a joke",1,Greg Stuhr,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/23/21 20:17,Worthless. I can't complete my order and doesn't tell me why,1,Hayley Bettis,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/9/20 2:01,It won't let me cancel order,1,Scarlet Mendoza,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/8/20 2:24,"I was just charged a 10% grubhub fee, on top of a $1.99 delivery fee. Just spent $75 on burgers. I'm starving, so I did it. But grubhub... Bye! No longer.",1,JFX,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/30/23 3:29,"food never comes on time, as soon as it's ordered, a delay is communicated. food often comes very cold. try door dash, or enjoy cold food.",1,Rob Ziomek,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
2/9/23 1:52,I never received my order,1,Jamie Holzer-Corley,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/16/20 1:09,"Food menu items are listed with increased prices, along with a delivery fee, delivery tip and with seems like a 25% food tax, delivery will basically cost you twice as much. I'll never order from this app again.",1,Eli S,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
4/1/21 23:16,App is broken. It crashes right after the launch screen.,1,Matthew Campbell,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/12/20 18:22,"The app is okay, but the service coverage is very limited. Not many businesses use grub hub in our area.",1,C Miller,Grubhub,Google Play,Others,Others,Others
3/17/23 19:35,Just use other services. Customer service is terrible if you have an issue with your order,1,Eden Trenn,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
8/1/21 22:04,They charge 19% for their fee on every order. The most of any deliver app.,1,Brittany Pemberton,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/1/20 17:28,"Says discount is automatically applied at checkout yet I'm still paying full price, dont offer it if it wont work",1,chris mutton,Grubhub,Google Play,Others,Payment / App Bugs,Payment / App Bugs
5/16/20 23:35,I ordered 5 different times from 5 different places and every time things were missing. I'm done with GrubHub.,1,Josh Jefferson,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
5/7/20 5:16,"Drivers are rude, food takes and hour and up to actually get to your house, then it's either cold, or wrong or even missing something. The only good experience I had was the many nice people I talked to on customer service every time I had a problem which was everytime I used grubhub. 10/10 would not recommend.",1,Bria J,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/19/22 18:21,Horrible they canceled my order with no warring and would not help when I asked about my refund because it was on a visa gift card. Said they couldn't help me if I didn't get it. Horrible customer service.,1,Brittney Gillespie,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
3/14/21 21:57,"DO NOT USE!!! If restaurant doesn't deliver on the day u order, Grubhub doesn't tell u and when u call to get a refund, after they jerk u around for almost 30min, they will let u know it will take 5-7 business days to get ur money back! Now if $50 is no big deal to u, by all means roll the dice. But my thing is, if u run a business shouldn't u tell ur customers before u take their money that something is not available???",1,Jerry Underwood,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
12/14/22 2:54,Someone was able to make a fraudulent purchase from my account through Grubhub. This is very disappointing and now I have to file a complaint with my bank against this. 12.13.22,1,Mr Markus79,Grubhub,Google Play,Others,Others,Others
11/30/21 3:33,"Hugo is a bad cs rep. I was told I couldn't get a refund for improperly cooked cold pizza because I've gotten so many discounts? They hardly run promos from any of the restaurants I go to so I'm unsure what he means. I deleted the app, they're fees are at minimum $12 more per order not including tip and I ordered almost every day sometimes more than once. They lost a customer, not that they care.",1,Stacey,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
3/12/21 14:21,"Recommend a place and its tagged as ""closed"" even though its open does that for all the places that serve breakfast worst app next to ubereats and doordash",1,FullMetal5,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/1/22 3:56,Terrible app experience. My food was missing an item. Just go to the store or download another delivery app such as Uber or doordash.,1,Bk Master,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
2/7/21 0:45,"Past several orders have had HUGE delays from original ETAs, one was even canceled without any notification to me. Don't have this issue with any other delivery app I have used",1,Kyle Campbell,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/23/20 2:05,"Charges more then ""tax & fees""",1,X7 Kingz,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/2/22 14:25,"Its not allowing me to place an order, it will charge me then cancel the order and refund me, what is going on.",1,Joseph Van Ornam,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/8/22 18:54,Would not let me cancel an order I did not want,1,Ted Dishman,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/4/23 22:51,Gpay is always grayed out and doesn't work. My Gpay works everyday but not anytime i use this app.,1,Charles Lundy IV,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/3/21 5:44,"Twice I tested the GrubHub Guarantee, both times when I was hungry and sleepy. Giving me a five-dollar credit is not a guarantee--unless you want to garauntee I'll be pissed. Your business model sucks. I could've walked to the gas station if your app would've been accurate.",1,Bomber T,Grubhub,Google Play,Others,Others,Others
12/29/20 22:19,"Terrible delivery experience. The app let's you track the driver. In my case I could see them lingering around the pickup location for more than 20 minutes after they picked my order. As a result, the delivery was late, and the food cold. Next time, I'll go get my food myself.",1,Patrice,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/24/23 8:14,"You will never get your food. The delivery time is crazy long. Your delivery time will keep getting pushed back. I only signed up for this app, because I got a free year through Amazon Prime and now I see that it's completely useless. This app has no drivers. I ordered food at midnight and I tried to cancel my order at 1:15am, cause I could tell that it simply wasn't gonna get picked up. I spoke to 3 different people and only got my order cancelled at 2am. Never Again",1,Lakeisha Morris,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/11/22 19:53,"2/2 times the app has messed up, both times I've just not received food.",1,Zachary,Grubhub,Google Play,Payment / App Bugs,Delivery Issue,Delivery Issue
12/21/22 21:01,Have a gift card I can't use. They said they need to review it for a couple days. Don't get Gift Cards... You can't use them.,1,Ronald Perez (Mr. MapIt),Grubhub,Google Play,Others,Payment / App Bugs,Payment / App Bugs
1/2/23 15:55,"Absolutely do not recommend. I ordered breakfast at 840. The original estimated time for delivery was 940, it has since been delayed 3 TIMES. Now I have to wait till 1054 and I assume it's just gonna be delayed again. Everyone who wants to use a food delivery service I 100% recommend Door Dash over this piece of sh!degt app.",1,Susanator 190,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/9/21 23:09,No customer service. Uninstalled the app will not use this service again.,1,Carl Miller,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
9/5/23 4:16,"Since you guys are stopping me from reporting missing items, I'll just report them here from now on. I'm miss a drink from an order from Duper Mega Dilla, that was $4. I am a Grubhub+ member and this is the second time it's done this. I will change my rating or adding more missing items on this list until it is fixed. Just wanted to update the everyone by saying I've now had two drivers not even reach my location back to back. Don't worry I give a even better description on my Twitch streams.",1,Winter Night,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
12/25/22 7:17,"Half my order was missing, and the rest was ice cold. It also took 2 hours from the time of ordering. When I contacted customer service and it was awful. Got a cash refund for missing items but only a credit for the ice cold food. The services I paid for were not completed. If you value your money, go to doordash or Uber eats or even postmates if they are still around. I'll also be ending my premium subscription because it obviously means nothing.",1,Nekoda Norczyk,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/13/20 3:25,First the restaurant cancels because the menu included unavailable sizes. Then an hour later the text says the order is at the door and it's not. A refund in a week doesn't take away the expectation for food.,1,Risha Fennell,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/30/22 2:27,App closes as soon as I open it,1,A I,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/27/22 23:55,Your app is broke again. Didn't confirm my address and the Google map window didn't do anything. Just keeps spinning,1,Gerry Plasky,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/10/21 1:12,This delivery app is hilarious bad I wanted to cancel the order but we have to chat to cancel it I mean what the hell is this and they chat so late then can't even cancel it I requested to cancel the order before the restaurant started preparing but they came so late and then apologizing that they cannot cancel it,1,Ujjal vir Singh,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
5/13/23 1:46,Garbage places with ridiculous delivery times.,1,Karen D,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/12/20 5:03,"Bad service for the 3rd/4th time with Grubhub (GH). Gave chances many times. For those wondering why the negative review, GH will not always fulfill your order. They delay while leaving you wondering if your order will be delivered. Called restaurant, they said the food was ready but had no control over when picked up. After convo w/polite rep at GH, she said ultimately it would be canceled. Asked what happens (if GH eats cost of order - $70+) and she said yes. Uninstalling. Try DoorDash. I will",1,Nick Colon,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/21/21 22:33,"delivery fee, service fee, driver tip, taxes, restaurant fee, GrubHub fee. adds up fast. not worth it but I was being lazy.",1,Jacob Breeden,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/28/22 1:07,I have not been able to place a order for almost 2 weeks. I was told almost 2 weeks ago that they sometimes block accounts for security reasons and that someone would reach out within 48 hours. Absolute lies. It's a week+ later and I haven't gotten any message back and still can't order and customer service is useless and keeps telling me to wait. Use any other service than this because they don't care if you stay hungry. I'm absolutely disgusted.,1,Ara Mangoyan,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
1/21/21 0:55,Glitchy when trying to check out.,1,Delroy Allen,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/18/20 0:41,I was supposed to have a 10.00 dollar credit that is not available. I am cancelling my subscription. I've wasted a lot of time trying to find the credit and couldn't find it anywhere.,1,Susan Franklin,Grubhub,Google Play,Others,Others,Others
3/31/21 2:40,"This has to be stopped, these sneaky practices of deception by ALL delivery apps they give you a FALSE delivery estimate and once they charge you it takes 3x the time to arrive it's so wrong.",1,Juan Valbuena,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/27/20 19:15,"Really wish the app worked. Ive tried to order food a handful of times and something either prevents me from ordering or, they get my order wrong.",1,Ryan Anderson,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/30/20 18:19,"Kept failing to deliver my food, also never received my refunds.",1,Xavier Ryan Joseph,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/14/21 20:13,Awful! This was my first time using grub hub. After waiting an hour for my food to be delivered and having the wait time be delayed it was then cancelled! This is the worst service ever...and also charged almost $10 in fees! Why do I need to pay a service fee if I'm already paying a delivery fee! Garbage,1,Ilani Railey,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/31/20 13:55,Why would I pay to have grubhub+ to get free delivery. When for some reason no restaurant are part of this. Sound like faults advertising to me. Will do a new review when this fixed.,1,Charlie,Grubhub,Google Play,Others,Others,Others
1/27/22 13:27,"Truly I have no idea how this app got such a high rating. The drivers never follow instructions, the food is always way to early or way to late when scheduling a time for drop off, and I have had nothing but problems with this app in general. Grubhub is terrible over all and I can't take it anymore",1,The_Druid,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/1/20 7:16,So bad compared to other services. Looks stupid and the food is never on time. Just use Doordash or something,1,Shelby,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/26/20 1:15,Someone is using my phone number for their delivery and no one can help me.,1,Haley Cale,Grubhub,Google Play,Others,Others,Others
12/17/20 7:28,The service fees for this app is WAY higher than uber. I only use this app as a absolute ditch effort and this is maybe the 5th time i use this app. Its best it you use all other means like uber to get what you looking cause with the tax and other fees it will add $30 to your $20 order. So be sure if you really want that burger with fries.,1,K R Bliss,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
12/18/23 2:26,did not get my order first and last time,1,Toby Sartain,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/23/23 5:06,No Protective Measures. Someone was buying food with my account on the other side of the nation. Eventually had to get my bank involved because GrubHub wouldn't allow me to remove Google pay. for the past four months customer service has been bouncing me between departments. This last time they told me that the incident happened too long ago... despite the fact I reported it immediately and they've been dragging it out.,1,Joey Hollywood,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/26/20 18:11,My orders are missing items more often than not,1,Mindy S,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
12/17/20 19:58,Ordered Chinese while at hotel. Delivered with no utensils and missing items. Gave me a credit. Had to go buy a damn fork from a convenience store. Totally crappy experience.,1,MICHAEL MILLER,Grubhub,Google Play,Order Accuracy,Delivery Issue,Delivery Issue
4/14/21 4:02,"The absolute worst in being upfront with customers in regards to the time you'll receive your food, from the time your order is placed. Your order may be prepared and ready to go at a reasonable time only to be left sitting for hours till they find a driver. Literally... Hours... The worst part is they never SAY we have no drivers... Just take your order, give you a eta... Then change it... Hour... After hour... Till you call pissed tf off... Just to be told... We have no drivers.... Smh....",1,Empower Broadcasting Network,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/9/21 19:10,"Used the app about 4 times and the delivery fees are really enormous, but due to living some where mostly rural, I accepted it. The thing that made me delete the app and my account though was being made to wait over 2 hours before anyone contacted me letting me know the location I ordered from apparently doesent even work with grubhub. Over two hours before I was told anything, no apology was given for wasting my time and was told it would take up to 5 business days to refund my money. 1 star",1,casey farthing,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
9/20/20 19:53,They keep saying they are hiring but being on the waitlist for months and serve at wrong locations!,1,Olufunke Ayanbanjo,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/31/20 1:00,"Sometimes you get the order, sometimes they cancel the order for you and you have no explanation as why, sometimes you get it hot, sometimes you get it cold, no consistency at all",1,Kristie Wright,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/13/20 19:56,Don't trust the reviews. Google says 2 stars while grubhub says 5.,1,Kristie Martinez,Grubhub,Google Play,Others,Others,Others
6/19/23 23:17,After waiting 2 hours for my order from orient express I received notification that my order had been cancelled due to delivery issues. I have been in the hospital for 5 weeks and am beyond tired of eating the food here. I don't have the option to go pick up the order as it suggested. So unhappy with this service right now.,1,Cheryl Miller,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/27/23 16:15,"Terrible, I tried to cancel my order, but they refused to do it and would not give a refund after it got delayed. Would give 0 stars if possible. Use Doordash or UberEats if possible instead. Stay away, you've been warned!",1,Vivian Bryson,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/11/23 5:37,Two orders in a row wrong and the chat agent just ended the chat instead of helping. Straight trash.,1,Zachary Rucki,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
11/13/22 4:32,"Yeah, I placed an order on here, and they charged my card more than what the actual order was for, and that's including the delivery fee that GrubHub gets for ordering through them. I'm not using this service if GrubHub is going to charge me a total of nearly 50% of my order just to go through them. Never again.",1,Kaden Ransom,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/30/23 18:48,Last month or so this app has not been working. I will get all the way to checkout and try to complete my purchase and it tells me something is wrong with my payment method. I've tried all the different payment options and different cards. I've tried emailing the support team and got no response. The app is broken and I'll be using one of the competitors instead.,1,Kyle H,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/24/22 0:22,"I ordered a pizza, 8 wings and a can of Sprite from a restaurant in GrubHub for a total of $47. The driver didn't even bother to look at the receipt of what he was picking up and forgot the pizza. I reported this to GrubHub and was refunded for just the pizza. After the refund I ended up paying $22.99 for 8 wings and a can of Sprite. It is absolutely unacceptable that I had to pay so much because of the driver's mistake. I will not use GrubHub again and plan on using their competitors.",1,Daniel Vera,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/13/23 13:52,Driveres are rerely ever on time..tired of this..FIX IT,1,ThatCrazyRCGuy 67,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/31/21 2:01,would not bring the correct order to my house after the restaurant made my order wrong..,1,Joe Canestraro,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
12/2/22 4:19,This app is or was handy if you were busy and needed to order something. BUT the biggest downsides I have is that the drivers take forever to get to your place of drop off and you get cold food.. and customer service really does not care to help you get any sort of compensation. Terrible business for all the mark ups as well.,1,derek fischer,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/15/20 16:10,"I've had not once but several times my orders have been over charged, ordering from a fast food restaurant and find out an hour later that they prelisted the company before their contract was completed. I finally had to delete the app. VERY DISAPPOINTING! ,opOe",1,Gracie Cline,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/19/21 0:28,"horrible customer service - i have lost track of how many orders have been incomplete or cancelled, and they never fix it - just lamely apologize and hold your money hostage 3-5 business days until they process a refund.",1,Katharine Lane,Grubhub,Google Play,Order Accuracy,Customer Support Experience,Customer Support Experience
12/8/20 3:00,"Deliverer just left order without waiting to give it to me directly!!! Have mo order, searched all entrances and lobbies and can't find it.!",1,"Hope, health , happiness",Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/23/20 2:36,The total doesnt reflect the actual amount charged on my card its always about $6 more check both grubhub receipts and bank statements wont match,1,MARIO VALDIVIA,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
6/9/22 0:21,they always leave part of the order and then I never get the money back.,1,Rachel Livingston,Grubhub,Google Play,Payment / App Bugs,Order Accuracy,Order Accuracy
9/10/20 1:09,"It gets a 1 star because it won't stop begging me to rate it. So here you go. Update, it is still asking me to rate the app. Every time. Even tho I've rated it. Please stop",1,John Allen,Grubhub,Google Play,Others,Others,Others
6/8/20 16:39,"Whack, rather just drive an hour for food than to have my order messed up every time.",1,Tino,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/19/22 2:15,"I can't order anything, just keep getting ""something went wrong"". If there's a reasoning for it, its even more dumb that they just say something is wrong. Why even pick this app over the others.",1,Blake Minor,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/16/23 22:56,they cancel your orders for no reason the app is a joke,1,Jesska Wright,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/22/21 1:29,"It's garbage, not the drivers' fault but the service is unbelievably bad. Don't waste your money and they give someone else's order",1,Josiah Weigel,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
1/1/22 19:23,Downloaded because GH is the only delivery app that accepts cash. They no longer take cash and their ad for their premium subscription gets in the way of the UI and does not go away when dismissed; rendering the entire app useless even if you are willing/able to pay with a card.,1,m0rph,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
2/10/23 3:25,"I tapped add to order on the app and it reordered the entire meal again plus what I wanted added. Mind you, I clicked the add to order button minutes after just completing the order. I wasn't offered a partial refund or anything besides a sorry. Stick to Uber eats, door dash or post mates, stupid app.",1,Daniel Crumrine,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/27/22 23:48,"I am not too smart because even though they kept messing up over and over again I kept thinking they have to improve.. right??? WRONG!! When the order was wrong or they did not follow instructions, I complained. I just wanted what I ordered and ask that they follow my request. I guess you are not allowed to get that. It gets you on a list that when they mess up, they will not do anything for you. Kind of BS to me. It's that saying.... ""you had one job""....... they cannot even do that.",1,Kelly B,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/16/21 0:26,"This service is terrible roughly 90% of the time. If you have a problem, all you can expect from customer service is to refund you for your missing items, but it will take a week for you to get your money back",1,Jared Acosta-King,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/11/20 1:49,Fkn app won't pass capucha verification,1,David E,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/20/21 22:42,"Ordered food, was ""delayed"" 10 minutes later. Waited an hour for it to be cancelled. They refunded the money but I still lost an hour and am hungry so awesome",1,Chris Pagan,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/6/20 23:08,"Do not use!!! I signed up for the GrubHub/Pokemon Go crossover event. Had GrubHub site issues when signing up, and responded to their email citing issues and photos of them. No response from that email, and the next four customer service reps were inept at helping. When requesting a manager the fifth time, the person sorted through my problem and nothing could be done to fix the problem. My last request I asked for a termination of my account so I won't get charged, then uninstalled the app.",1,Final Boss10,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
9/21/21 20:04,"GrubHub is the worst delivery company for drivers ,the company descriminate against the drivers . Drivers very difficult to make money with GrubHub you will be waiting for 3 to 4 hours in order to get one Offer to deliver !!!???",1,Geo Morad,Grubhub,Google Play,Others,Others,Others
9/24/21 0:07,"You guys don't even deserve 1 star. This isn't the first time my food wasn't delivered but they marked it as delivered. The idiots who work for you, those low life idiots who want to deliver food stoned out of their minds and deliver somewhere completely else are nothing but thieves and junkies. I'll be contacting my lawyer today and I'll be coming after you. 5 business days to get my money back? Not this time. You have hundreds of people saying the same thing.",1,Armen Musanovic,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/3/23 2:15,"Today I ordered Popeyes... my order was left out in the winter cold. The chicken was oil soaked spicy and original chicken, small order of Cajun fries, small Cajun mashed potatoes and gravey, very small mac n cheese, no coleslaw, no red beans and rice, no gallon of sweet tea; just sweet tea going bad in 16oz and 32oz solo cups, and to top it off I saved call me in the app. I called Popeyes got left on hold, hunged up on. $32.00 was refunded of $71.00 give or take was removed from me.",1,Ryuuky Saotomi,Grubhub,Google Play,Payment / App Bugs,Delivery Issue,Delivery Issue
10/20/23 7:14,"No matter what I do, the order never arrives at my door. No matter if it's non-contact delivery. Notify me with a phone call. Than I get some blurry image or no image of a place nowhere near my door.",1,TnA Dominator,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/8/23 22:02,Been waiting an hour for cold food just to get a driver and have to wait another hour only to get a $15 money back because they didn't want me to cancel my order! Just unacceptable. (Changed from 5 star to 1),1,Jarvis Barber,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/17/20 20:04,The app works but the emails are annoying and all of the offers for money off are a scam. I've had this app for months and I've never once been able to take advantage of them. There is always some kind of way out of having to pay off. GrubHub bought out Eat24. Eat24 emails were always amusing and you could always take advantage of their coupon offers. Whose order?,1,Dean Z,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/6/22 0:24,Order was stolen more then $30,1,Itsyeboi Zander,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
2/20/21 17:48,Highly disappointed with a GH driver whom didn't deliver my food. GH needs to do a better job with tracking these drivers down.,1,Demetria Bouyer,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/23/22 18:39,"Won't allow delivery unless you spend $30 or more, app is an absolute waste of space",1,Maxwell M.,Grubhub,Google Play,Delivery Issue,Price / Cost Complaint,Delivery Issue
5/31/20 19:24,"My address disappeared from my order when i placed it. Instead of calling me, they marked my order as delivered. Instead of reordering and correcting the address when i contacted them, they processed a refund that can take up to 5 days.",1,Jason Bartel,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/5/22 18:06,you guys seriously need to get better with your freaking coupons like for real for real for real for real for real for real it is ridiculous every single time I enter in a coupon it says that it's invalid even though it's just posted literally 5 minutes ago or even a minute ago get your priorities in check,1,Jayson Parren,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/22/20 1:37,"Was great until it started saying it couldn't find any restaurants near me. I uninstalled it for this reason. If it gets fixed, maybe I will use it again",1,Ashley E,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/28/23 23:59,"Legit first time ordering, I only got my sides and not even the main food, I had to wait on the phone for an hour just to get a refund because I could not text the person who delivered my food and the app would not give my order number. So fair warning to anyone who uses this app, if the place you're ordering from or the delivery person messes up, have fun waiting an hour for a refund just to order the rest on Doordash. Thanks for the first and only time of me using this app! :)",1,YattaWatt,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/4/23 1:30,"1st order was cancelled cause restaurant didn't receive order, never got food went hungry",1,Neil Cooley,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/30/20 4:51,Horrible bunch of people at GrubHub! They don't care about you just your money!,1,Mathew Kaltenbach,Grubhub,Google Play,Others,Others,Others
12/19/21 20:25,Fkn app won't pass capucha verification,1,Toothbrusher,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/27/20 14:58,This is bs I tried this the other day I didn't get a chance to bring dinner for work and was thinking I try this wrong..was told they don't deliver more then 45 minutes from the restaurant..I am 15 minutes in heavy traffic from Suffolk va. main street/ route 460 to my work on Windsor Blvd/route 460 in Windsor va. Its a straight drive only two turns is on route 460 / mainstreet and intomy companies parking lot..,1,Tony Sanders,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/25/22 4:09,Constant errors. Way overpriced and then added fees on top of inflated prices. I'd never use the app if I didn't have a $10 credit from a credit card.,1,JT Genter,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
6/8/21 8:28,Doesn't show you what restaurants are open late. No map feature and no open now feature. Worthless for ordering late night.,1,Hotlantabama,Grubhub,Google Play,Others,Payment / App Bugs,Others
